id	sentence1	sentence2	label
train_162704	"Other examples, an analysis of the US Presidential Election in 2016 (Allcott and Gentzkow, 2017) revealed that fake news was widely shared during the three months prior to the election with 30 million total Facebook shares of 115 known pro-Trump fake stories and 7.6 million of 41 known pro-Clinton fake stories."	"one is that the number of training examples in RumourEval (including 5,568 tweets) is relatively limited as compared with PHEME (including 105,354 tweets), which is not enough to train deep neural networks."	neutral
train_17818	"We obtain the best results for Arabic training using labeled data from the Bulgarian treebank, and the best results for Bulgarian training on Portuguese only."	"Our labels seem meaningful, but come from different treebanks, e.g. ’pnct’ from the Danish treebank and ’PUNC’ from the Portuguese one."	neutral
train_156116	"L 1 regularization method (Tsuruoka et al., 2009)  model with the +id feature setting on both the development set and training data set, respectively, and their hyperameters are tuned on the dev-test set."	"experiments on IWSLT Chineseto-english translation tasks show that, with the help of grouping these features, our method can overcome the above pitfalls and thus achieves significant improvements."	neutral
train_69249	An isolator occurs when the only hypernym is in a different semantic category to the synset under investigation.	the present study looks for any of the listed faults or potential faults within WordNet 3.0.	neutral
train_83242	Delete-based approaches remove unimportant words from the source sentence and generate a shorter sentence by stitching the remaining fragments together.	we adopt the dataset provided by Toutanova et al. (2016) for our experiments.	neutral
train_48618	"We also compute HPE-skew, the (positive) skewness of the empirical distribution of HPE on the corpus tokens."	"note that to ensure a false discovery rate of at most = .05, all reported -values have to be corrected using Benjamini and Hochberg (1995)’s procedure: only 푝 ≤ .05·5/28 ≈ 0.009 is significant."	neutral
train_11408	Figure 1 illustrates this using the words pineapple and apple pie.	"instead of word sequences sequences of characters are considered, as proposed by Denoual & Lepage (2005)."	neutral
train_55550	Utilizing a refined definition of substitutable lexical entailment both as an end goal and as an analysis vehicle for distributional similarity.	these findings suggest a direct indication of an improved quality of the bootstrapped feature vectors.	neutral
train_151311	"From this point of view, word error rate (WER), which is the most widely used evaluation measure of ASR accuracy, is not an appropriate evaluation measure when we want to use ASR systems for IR because all words are treated identically in WER."	"for well-defined IRs such as relational database retrieval (E. Levin et al., 2000), significant words (=keywords) are obvious."	neutral
train_126008	"It has been reported that the fast align approach is more than 10 times faster than baseline GIZA++, with comparable results in end-to-end French-, Chinese-, and Arabic-to-English translation experiments."	aligning words in a parallel corpus is a basic task for almost all state-of-the-art statistical machine translation (SMT) systems.	neutral
train_183427	"When co-referent text mentions appear in different languages, these techniques cannot be easily applied."	"we learn the parameters Î» using a quasi-Newton procedure with L 1 (lasso) regularization (Andrew and Gao, 2007)."	neutral
train_125647	The instances for training the remaining six classifiers are generated similarly.	it will be used in combination with the original 31 features.	neutral
train_122003	"Therefore, we can make better corrections using such context information on nodes."	"the CoNLL-2013 shared task is one of the most famous, which focuses on correcting five types of errors that are commonly made by non-native speakers of English, including determiner, preposition, noun number, subject-verb agreement and verb form errors."	neutral
train_78284	"Second, to combine these two parts of signals, there are connections between two bi-directional LSTMs where the zero step of hidden layers on IL side is initialized by the last step of hidden layers on English side."	"we have tag are look-up tables for English/IL word, English/IL character, and English tag respectively."	neutral
train_153310	"Since determining protein interaction partners is crucial to understand both the functional role of individual proteins and the organization of the entire biological process, there is a significant interest in protein-protein interaction (PPI) extraction."	4) Merge any two consecutive NP/VP nodes along the paths into a single one.	neutral
train_52848	"This claim is further supported by the evidence concerning the Repeated Name Penalty (Gordon, Grosz, and Gillion 1993)."	we return to this issue in Section 5.	neutral
train_161396	This makes the prediction of those slots more challenging for the system.	gCAS's act-slot pair performance is far from perfect.	neutral
train_20013	"Contrary to the bipartite graph, one-mode projections are directed as they follow the text order."	table 7 shows the results obtained for the comparisons between the two first categories and the Britannica Student articles.	neutral
train_89103	Results were surprisingly good for target words from the Hong Kong subcorpus.	"it is important to see if the classification could accommodate new words from heterogeneous data sources, and whether simple similarity measures and clustering methods could cope with such variation."	neutral
train_111831	"Moreover, a SuperARV language model was presented (Wang and Harper, 2002), in which lexical features and syntactic constraints were tightly integrated into a linguistic structure of SuperARV serving as a class in the model."	"through the reranking paradigm, a new best sentence hypothesis is obtained."	neutral
train_35705	We also thank Alexander M. Rush for providing the dataset for comparison and helpful discussions.	"in abstractive sentence summarization, there is no explicit alignment relationship between the input sentence and the summary except for the extracted common words."	neutral
train_154388	This paper proposes a novel idea of combining WordNet and ConceptNet for WSD.	"for ambiguous concepts with multiple senses, there are multiple nodes in the network."	neutral
train_120606	"After checking all combinations, the combination with the highest score is output."	table 7 shows an example of case alternation between the passive and active voices.	neutral
train_167359	"Additionally, this study improves on previous works by using actor model, which enables us to take advantage of all available cores by highly parallelizing the corpus building process."	"it is therefore worth investigating how early deduplication, e.g.  removing copyright notices, influences resulting corpora. "	neutral
train_149716	The proposed method benefits from multiple transferable knowledge and shows competitive performances with the state of the art using limited resources.	"we replace English words with target language words if the translation pairs exist in the bilingual dictionaries (Rolston and Kirchhoff, 2016)."	neutral
train_174188	"The way doctors deliver bad news related to damage associated with care has a significant impact on the therapeutic process: disease evolution, adherence with treatment recommendations, litigation possibilities (Andrade et al., 2010)."	"different gestures of both doctors and patients have been annotated: head movements, posture changes, gaze direction, eyebrow expressions, hand gestures, and smiles."	neutral
train_161170	"It is appealing to find that afte 3 iterations, the distribution of the voting weightsÎ± ij will converge to a sharp distribution and the values will be very close to 0 or 1."	"a natural question was raised, Will carefully designed aggregation operations help the Enc-Dec paradigm to achieve the best performance?"	neutral
train_178386	"We showed that using treelets and a tree-based ordering model results in significantly better translations than a leading phrase-based system (Pharaoh, Koehn 2004), keeping all other models identical."	"alignments are seldom purely one-to-one and monotone in practice; Figure 1b displays common behavior such as one-to-many alignments, inserted words, and non-monotone translation."	neutral
train_83490	"We compare our JTAV framework with: doc2vec (Le and Mikolov, 2014), a paragraph embedding approach;"	"the first is bi-modal retrieval, which utilizes one modality to find similar content in the other modality, such as finding the most relevant texts to a given image (Li et al., 2017)."	neutral
train_2771	The principle of software modularity calls for local optimization.	"since our goal is to evaluate the effect of anaphoricity information on coreference resolution, we make no attempt to modify our system to adhere to the rules specifically designed for ACE."	neutral
train_140654	"As more tasks are added step by step, MTLE produces increasing performance gains for each task and achieves an average improvement of 5.5% when all the four tasks are trained together."	models of these papers ignore essential information of labels and mostly can only address pairwise interactions between two tasks.	neutral
train_87832	"The first two are large-scale generic thesauruses, both constructed using the similarity metric described in (Lin, 1998b), but based on different corpora."	similarity-based techniques do not discard any data.	neutral
train_159101	"Our models do not require any handcrafted iSRL annotations for training, and thus can be applied to all predicates observed in large unannotated data on which they are trained."	"for a good reader, a reasonable interpretation of the second loss should be that it receives the same A0 and A1 as the first instance."	neutral
train_180192	"These filter responses, which can be computed very efficiently, are used as input to a learning algorithm that generates the final detector."	the experiments performed yield interesting results.	neutral
train_30121	Its has two free parameters: k1 to tune termfrequency saturation; and b to calibrate the document-length normalization.	"additionally, we compare BOW-CNN with six well-established IR algorithms available on the Lucene package (Hatcher et al., 2004)."	neutral
train_112866	The generic averaged perceptron training algorithm appears in Figure 3.	"averaged perceptron models are very simple, just requiring a decoder and a simple update function, yet despite their simplicity they have been shown to achieve state-of-the-art results in Treebank and CCG parsing (Huang, 2008;Clark and Curran, 2007a) as well as on other NLP tasks."	neutral
train_164268	"Combining the output from annotators is required since some NEs have been discovered by both annotation engines, while others come from only one annotator."	one can also observe that only a little more than 50% of all NEs are associated with a KB node.	neutral
train_214465	"From a practical point of view in software application (real scenario) for the algorithms we also do not have the assurance that all documents given as examples of an author, have actually been written by the author in question."	"one of the principal evaluation labs for the dissemination, experimentation and collaboration in the development of methods for the authorship analysis is found in the PAN 1 lab associated to CLEF."	neutral
train_52991	The expanded versions go a long way toward making the individual contributions more convincing and easier to replicate.	"kracht's book gives a uniform introduction, which currently does not exist at this level, to an important area of mathematical linguistics."	neutral
train_131909	This paper presents a deep neural solver to automatically solve math word problems.	"by using single layer LSTMs with 128 nodes and a symmetric window of length 3, our model achieves 99.1% accuracy."	neutral
train_112055	Then the annotation experiment which was used to verify that the form-based representation can be understood and applied by other human annotators is discussed in Section 3.2.	"this is contrasted with a dialog structure recognition process (Alexandersson and Reithinger, 1997;Bangalore et al., 2006;Hardy et al., 2004), where pre-specified dialog structure components are recognized as a dialog progresses."	neutral
train_115351	"With this new rule type, G 2 allows phrase/rule concatenation before reordering with another hierarchical rule."	"alignment models estimated over the parallel text are used to generate these alignments, but these models are then typically used no further in rule extraction."	neutral
train_78283	A major problem of this framework is that it suffers from noises produced by word alignment errors.	but this method will fail if word alignment results are totally wrong.	neutral
train_125644	All other learning parameters are set to their default values.	employing sieves for spatial relation extraction obviates the need for such ad-hoc decisions.	neutral
train_42972	"Instead of conducting fusion on a holistic level, we innovate to leverage a sliding window to explore inter-modality dynamics locally."	"3D-CNN (Ji et al., 2013) is applied for visual feature pre-extraction."	neutral
train_218631	"However, we hypothesize that each relation may contain useful information about the others, and training on only one relation inevitably neglects some relevant information."	"in the multitask setting, relations are presented to the model in the order they are listed in the result tables within each batch."	neutral
train_36067	Prerequisite relations essentially can be considered as the dependency among knowledge concepts.	we then formally define the average video coverage (avc) and the average survival time (ast) of a concept a as follows.	neutral
train_91271	"By automatically annotating unlabeled bitexts with these bilingual models, we can train new monolingual models that do not rely on bilingual data at test time, but still perform substantially better than models trained using only monolingual resources."	"we are training the bilingual view to match the output of these same models, which can be trivially achieved by putting weight on only the monolingual model scores and never recruiting any bilingual features."	neutral
train_42286	"We begin with vanilla SEQ2SEQ models with attention (Bahdanau et al., 2015) and reach an accuracy of 77.5 BLEU, substantially outperforming the text-to-text baseline of Narayan et al. (2017) and approaching their best RDF-aware method."	note that the number of simple sentences to generate is not given as part of the input.	neutral
train_4420	"In our case, the true positive rate is the fraction of boundaries correctly classified, and the false positive rate is the fraction of non-boundary positions incorrectly classified as boundaries."	we can also represent graph nodes with non-overlapping blocks of words of fixed length.	neutral
train_66759	Only those classes were used in the study that had 5 or more members.	we experimented with several similarity metrics and found that on both datasets Jensen-Shannon Divergence yields the best classification results (see Table 1).	neutral
train_23933	"It demonstrates that incorporating more prior knowledge into our algorithm would restrain other useful clues on estimating candidate confidence, and hurt the performance."	"we perform extraction with a global graph co-ranking process, where error propagation can be effectively alleviated."	neutral
train_42975	"Moreover, BC-LSTM is over 6 times faster than TFN in time complexity measured by FLOPs and the number of parameters is over 3 times smaller."	"we incorporate two levels of attention mechanism into ABS-LSTM, i.e., Regional Interdependence Attention and Global Interaction Attention."	neutral
train_172494	"The concept is overlapped with the concept of ellipsis, more specifically contained in the concept of ellipsis."	"most of the time, we don't know what the exact wording of the omission is, but we are aware that it must be a noun and represent a thing."	neutral
train_77765	"Various kernels, such as the convolution tree kernel (Qian et al., 2008), subsequence kernel  and dependency tree kernel , have been proposed to solve the relation classification problem."	"rNN represents recursive neural networks for relation classification, as proposed by Socher et al. (2012)."	neutral
train_119037	Note that datasets with different vocabulary size can lead to different entropy: the entropy of picking a word from the vocabulary uniformly at random would have been different.	recall from Section 4 that our comments dataset contains roughly 237K repliers and 357K original com- menters.	neutral
train_192994	We do not have access to aligned source words for gold constraints.	"since there is no correspondence between constraints and the source words they cover, correct constraint placement is not guaranteed and the corresponding source words may be translated more than once."	neutral
train_108438	"The more often a bilingual phrase pair co-occurs, or the closer a bilingual phrase pair is within a snippet, the more likely they are translations of each other."	it is possible to discover these translation pairs through their surface strings.	neutral
train_6859	We then evaluate the sub-sequence filtering approach to reducing the actual error rate of these models by adding both 3 and 4-grams from the Gigaword Corpus to the baseline.	"a BF represents a set S = {x 1 , x 2 , ..., x n } with n elements drawn from a universe U of size N ."	neutral
train_153646	Ng (2010) presents a comprehensive review of recent approaches to within-document coreference resolution.	"candidate ranking then considers each candidate in greater detail, producing a ranked list."	neutral
train_155480	We experiment with the parallel Chinese-Spanish corpus (United Nations) to explore alternatives of SMT strategies which consist on using a pivot language.	"in this study we use the UN corpus taking advantage of the fact that (as far as we are concerned) it is the biggest parallel corpus freely-available in Chinese-Spanish and it contains the same sentences in six other languages, therefore we can experiment with different pivot languages."	neutral
train_169418	"Potential terms are n-grams, mainly unigrams, occurring in Swedish patent texts."	"n T Os are more equally Figure 1: Decision Tree computed for occurrences of the T C Aspect: each node is an XML tag and each edge exhibits the normalized distance between on occurrence and the closest tag of this type, for each decision (T O or n T O), the proportion of True Positives is given distributed within the document."	neutral
train_169481	"First, the number of additional atoms that need to be added to the network can be large depending on the domain size of the predicate's arguments."	the system configurations underlying the three rows in this table are the same as those in table 2.	neutral
train_30436	"Moreover, dropout is used for regularizing the model (Zaremba et al., 2015)."	"model output is shown for SEQ2SEQ (a, b) and SEQ2TREE (c, d)."	neutral
train_160439	"Annotations with more than 1 token were split into a sequence of tokens (e.g., BAB/BUP to BAB, BUP)."	the audio was manually transcribed and aligned with videos; the gestures were manually annotated and segmented according to video and audio recordings.	neutral
train_148990	"Following the experimental settings and evaluation metrics in Bai and Zhao (2018), we use two most-used splitting methods of PDTB data, denoted as PDTB-Lin (Lin et al., 2009), which uses sections 2-21, 22, 23 as training, validation and test sets, and PDTB-Ji (Ji and Eisenstein, 2015), which uses 2-20, 0-1, 21-22 as training, validation and test sets and report the overall accuracy score."	"these models typically use pre-trained semantic embeddings generated from language modeling tasks, like Word2Vec (Mikolov et al., 2013), GloVe (Pennington et al., 2014) and ELMo (Peters et al., 2018)."	neutral
train_129027	"RA-CNN consistently outperforms all of the baseline models, across all five datasets."	"when training new classification systems, it is natural to acquire supervision at both the document and sentence level, with the aim of inducing a better predictive model, potentially with less effort."	neutral
train_152881	"While translating from a language of moderate case marking and morphology (English) to one with relatively richer case marking and morphology (Hindi), we are faced with the problem of extracting information from the source language sentence, transferring the information onto the target side, and translating this information into the appropriate case markers and morphological affixes."	it is imperative to make it possible for the system to learn general rules for morphology and case marking.	neutral
train_52842	"The percentage of RET is even greater than with IF (114 [17.0%], almost twice the percentage of CON [9.4%]) as is that of Rough Shifts (100 [14.9%], almost three times the percentage of Smooth Shifts [5.2%])."	"rank CFs according to grammatical function, linear order, a combination of the two as in Gordon, Grosz, and Gillion (1993), or information status as in Strube and Hahn (1999)."	neutral
train_81274	We perform hashtag recommendation as follows.	not all microblog posts have hashtags created by their authors.	neutral
train_192623	"In total, we obtained nine affective values for 2.2 million words."	"We used the 15 verb classes from GermaNet (Hamp and Feldweg, 1997;Kunze, 2000)."	neutral
train_193668	"The sophistication of the linguistic structure of the questions in the FreebaseQA data set is compared to other similar data sets based on the average length, in number of words, of the questions."	machine learning approaches for NLP are data hungry since they require large amounts of real-world data to train the models for the best possible performance.	neutral
train_180709	"We note, however, that since these are not true phonemes (but rather phonemes copied over from pronunciation dictionaries and word transcripts), we must cautiously interpret these results."	"(1997) had previously used phoneme lattices, although with ad hoc edit costs and without efficient indexing."	neutral
train_40587	"Suggestively, the one task where NLI clearly outperforms NMT is WC."	"In constructing our probing benchmarks, we adopted the following criteria."	neutral
train_174189	This offers an optimal sensorial immersion of the user.	"our objective is not to learn a model (in a machine learning point of view) but to extract automatically and manually information to model the virtual patient's behavior (Porhet et al., 2017) that, then, will be validated through perceptive studies."	neutral
train_12321	We begin using word features and obtain a token-level F1score of .311 for text and .311 for numeric attributes.	"if the labeled subsequences are long and have substructure, e.g., 'San Remo, Italy', our system splits at the separator token, and creates additional seed sets from prefixes and postfixes."	neutral
train_28685	"If we use different composition functions for children with different tags like TG-RNN, the number of tag pairs will amount to as many as k×k, which makes the models infeasible due to too many parameters."	vectors of interior nodes are computed recursively by composition of child nodes' vectors.	neutral
train_106447	"Furthermore, the abbreviation matcher consists of 5 simple match routines and each routine is dedicated to a certain type of abbreviations."	some examples of definitions and their patterns are in Table 2.	neutral
train_49096	The simplicity of these methods allow them to apply to many NLP sequence tasks and various neural model architectures.	whether the word is the Right/Left/None-most dependent of its governor.	neutral
train_17747	We will therefore refer to our model as the variable mixture model (VMM).	"This can be viewed as a classification problem in which the target word Wi corresponds to the class that must be predicted, based on features extracted from the conditioning context, e.g. a word occurring in the context."	neutral
train_154389	"Of course, in real applications, it is impossible to know which kind of noises exist and where they are in advance."	"although hypernymy, hyponymy, and meronymy/holonymy are transitive, and can generate the indirect WordNet resources, the number of meronymy/holonymy is far below than those of the other two in the WordNet."	neutral
train_52846	"Rule 2 (BFP), formulated in terms of single transitions, accounts for larger percentages of the data (single utterances) and was found to be verified both with the vanilla instantiation and with the ""best"" instantiations."	"we also saw that in languages such as Italian, Japanese, and Turkish, the preferred realizations of CBs are morphologically null elements (Kameyama 1986;walker, Iida, Cote 1994;Turan 1998;Di Eugenio 1998)."	neutral
train_66755	"They determine w(f,c) from the distribution of f between c and c , attributing greater weights to those f that correlate with c or c most."	both TS and TSL 1 require computation of similarities between a large set of words and thus incur significant computational costs.	neutral
train_170622	"In this case, the uncertain semantics will be implicitly conveyed by the whole sentence rather than by the explicit cue phrases."	"we found that in Sina microblogs, there were a lot of sentences expressing the uncertainty statement with expected semantics."	neutral
train_37942	"As the final vocabulary V contains all individual characters in the corpus, character-based segmentation is also included in the set of segmentation candidates S(X)."	"while these sequences encode the same input ""Hello world"", NMT handles them as completely different inputs."	neutral
train_220118	"Compared with LDA with full context (FULL) in row 6, performance is slightly improved, perhaps due to the fact that longer contexts induce more accurate topics."	their assumption is that words with similar distributions have similar meanings.	neutral
train_88972	"The resulting algorithm shows clear promise not only for transcription, but also for ranking of transcriptions and structural classification."	the details of their experiment and model differ from ours in a number of respects.	neutral
train_107238	"Our results indicate that humans achieve an average accuracy of about 77.45% to 88.58%, where some domains seem to be easier than others."	the segment granularity is more fine-grained for paragraphs than for topics.	neutral
train_162862	"To make it more clear, we show the inference results for each symptom with and without graph in Figure 5."	"(Yaghoobzadeh and Schütze, 2016) used knowledge base and aggregated corpus-level contextual information to learn an entity's classes."	neutral
train_162967	It verifies that the multiplicative composition used in our approach is able to introduce new information to the base codebook.	"given the over-parameterization of deep neural nets, the effective compression of them has been receiving increasing attention from the research community."	neutral
train_163451	"Massive news articles are generated everyday and it is impossible for users to read all news to find their interested content (Phelan et al., 2011)."	"in this paper, we propose a neural news recommendation approach with multi-head selfattention (NRMS)."	neutral
train_130972	The learning process of REHESSION is summarized as below.	"among four tasks, the relation classification of Wiki-KBP dataset has highest label quality, i.e. conflicting label ratio, but with least number of training instances."	neutral
train_150146	This paper reports a new way of extracting terms that is tuned for a very small corpus.	a corpus of each size was generated by singly adding an article randomly selected from the corpus of each genre.	neutral
train_141815	Layered sequence labeling model will first extract the inner entities (contained by other entities) and feed them into the next layer to extract outer entities.	these methods can be divided into three groups: Finkel and Manning (2009) and Ju et al.	neutral
train_191163	We then put a distribution over the candidate responses conditioned on the summarized dialog history h his (Equation 10).	"in Figure 5, the user already mentioned that he/she wants to find a ""cheap"" restaurant, but the GMN and QRN seem to ""forget"" this information."	neutral
train_218775	"Compared to traditional pair-wise temporal relation representations, temporal dependency trees facilitate efficient annotations, higher inter-annotator agreement, and efficient computations."	our training data consists of two parts.	neutral
train_70768	"In Experiment 4, using 1,350 frequent terms, we examine the effects of seed lexicon size and specificity and we apply a heuristic based on cognates."	"according to our results, translation spotting is more accurate when the seed lexicon contains (5,000) entries from both the medical domain and general language instead of general language words only, but only by a very small margin."	neutral
train_35764	"End-to-end neural machine translation (NMT), which leverages neural networks to directly map between natural languages, has gained increasing popularity recently Bahdanau et al., 2015)."	"we find that while the attention identifies the 10-th source word ""kuadaxiyang"" (cross-atlantic) to be most relevant, the relevance vector of the target word R y 9 finds that multiple source and target words should contribute to the generation of the next target word."	neutral
train_137874	"In this section, we describe our linearization traversal order, which generalizes the DFS traversal applied previously only for trees."	"in Section 4, we adapt the MTL strategy to train a single model for all SDP formalisms."	neutral
train_198955	"The results of the last experiment provided results for ""conceptual clusters""."	"when a cluster surfaces based on conceptual categories but not collocation statistics, inaccurate translations result."	neutral
train_193818	We find that our joint neural approach to SCL improves unsupervised domain adaptation substantially on a standard sentiment classification task.	"the key idea in SCL is that a subset of features, believed to be predictive across domains, are selected as pivot features."	neutral
train_11725	It measures the quality of a summary by counting the unit overlaps between the candidate summary and a set of reference summaries.	"the knowledge on the document side, i.e. the topics embedded in the documents, can help the context understanding and guide the sentence selection in the summarization procedure. "	neutral
train_154396	"Concept airplane has an atLocation relation with the concept airplane hangar, whereas plane has not such relation with airplane hangar."	we do not list the accuracies of combining other indirect resources with the direct ones).	neutral
train_218181	"In practise, the likelihood component is optimized using negative sampling with EM for the latent slots."	"while this step is not strictly required, we found that it leads to generally better results than random initialization given the relatively small size of our predicate-argument training corpus."	neutral
train_65381	"The third dataset ""all"" mixes all the sentences."	we resort to the following approximation method instead.	neutral
train_128796	"The MPQA 2.0 corpus has some labeled opinion expressions, but they are generic subjective expressions as opposed to aspect-sentiment phrases (see Section 1) we find in reviews."	"the thread of research in (Brody and Elhadad, 2010;titov and McDonald, 2008;Zhao et al., 2010;Mei et al., 2007;Jo and Oh, 2011) focus on extracting and grouping aspect and opinion words via generative models but lack the natural aspect opinion correspondence (e.g., in the manner they appear in sentences)."	neutral
train_29449	"Using a few different NLP tasks, we then empirically show that our method can indeed learn a better classifier for the target domain than a few baselines."	"domain adaptation aims to use labeled data from a source domain to help build a system for a target domain, possibly with a small amount of labeled data from the target domain."	neutral
train_161544	"By choosing perceived offensiveness and discrepancies in perception as proxy measures for MAS, we hope to shift studies of MAS from a judgment call on an individual's intent to a description of how it affects its targets, which can be described as an objective measure of human behavior that can be validated through study."	"this moderate agreement is on-par with other difficult annotation tasks, such as those for connotation frames (Rashkin et al., 2016), which had 0.52 percentage agreement for rating the polarity of the sentence towards a target, dimensions of social relationships (Rashid and Blanco, 2017), which had Îº val- ues as low as 0.59, and Word Sense Disambiguation (Passonneau et al., 2012), which reported Î± values for some words below 0.30 at determining meaning."	neutral
train_136590	We create the POM for all annotated verbs using the same procedure as Del Tredici and Bel (2016).	"for the sake of a meaningful evaluation, we ensured that 25% of these metaphorically used tokens were novel metaphors."	neutral
train_61348	"For example, Toprak et al. (2010) reported a kappa of 0.56 for polar fact sentences in customer reviews, and Benamara et al. (2016) obtained 0.48 when annotating implicit opinions in French news reactions."	"despite substantial progress in the field, implicit topic/aspect identification as well as complex explicit aspects (which use, for example, verbal constructions) remain unsolved."	neutral
train_75249	"Since weighted Jaccard coefficient needs non-negative entries and we want the cosine similarity of two documents to range from 0 to 1, we translate the values of the z-score so that they are always non-negative."	"a web page W is initially represented as the sequence of tokens starting in uppercase, in the order as they appear in the web page."	neutral
train_151310	"Here, N is the number of words in the correct transcript, I is the number of incorrectly inserted words, D is the number of deletion errors, and S is the number of substitution errors."	"for these reasons, it is difficult to apply the method to a large-scale speech-based IR system."	neutral
train_88969	"Sequence alignment is a problem that crops up in many forms, both in computational linguistics (CL) and in other endeavors."	"let t be the lowest scoring rhyming word, and let t be the highest-scoring non-rhyming word."	neutral
train_143592	"By transferring latent dialogue knowledge from multiple sources of varying generality, we obtained a model with superior generalization to an underrepresented domain."	it can be seen that few-shot models with LAED representation are the best performing models for this objective.	neutral
train_71692	 Web search engine queries resulting in user clicks on a Wikipedia article are taken as alternative surface forms for the entry.	"attempting to address this point, we see that the F1 values of WikiRes on the MSNBC test set and on the Yahoo!"	neutral
train_143721	We conduct a series of experiments that demonstrate the effects of our framework in both the evaluation of recommendation and dialog generation.	our proposed method performs the best in all evaluations compared with the baselines.	neutral
train_195392	"Therefore, Goyal et al. (2017b) propose a continuous surrogate, J˜, by defining a continuous approximation (soft-k-argmax) of the discrete k-argmax and using this to compute an approximation to a composition of the loss function and the beam search function."	"recently, energy based neural structured prediction models (Amos et al., 2016;Belanger and McCallum, 2016;Belanger et al., 2017) were proposed that define an energy function over candidate structured output space and use gradient based optimization to form predictions making the overall optimization search aware."	neutral
train_29603	"Most Open IE systems employ syntactic information such as parse trees and part of speech (POS) tags, but ignore lexical information."	our modified kernel is based on the SubSet Tree (SST) Kernel proposed by Collins and Duffy (2002).	neutral
train_77448	"To test the first hypothesis, we investigate the role of parser accuracy in QE."	"in a similar vein, Gamon et al. (2005) use POS tag trigrams, CFG rules and features derived from a semantic analysis of the MT output to classify it as fluent or disfluent."	neutral
train_215633	"In order to apply knowledge distillation on a current training model, we need to obtain soft target probabilities as qk in Eq. (5) for all classes, but they are not available explicitly."	"cBOW predicts a word given its neighbor words, and Skip-gram predicts the neighbor words given a word."	neutral
train_183428	"A cross-language matching error resulted in the linking of ""White House"", and the reduced granularity of the contexts precluded further disambiguation."	the evaluation is dominated by the penalty for spurious system coreference chains.	neutral
train_163975	The entire Odin framework is available as part of the Processors NLP library.	"from the languages that support syntax, Stanford's Tregex matches patterns over constituency trees (Levy and Andrew, 2006)."	neutral
train_85736	"The script is used to write other languages like Amharic, Tigrigna, Argoba, etc."	there are some prepositions written as a separate word.	neutral
train_92608	This paper explores document-level SMT from the tense perspective.	"the vertical axis indicates different tense: 1 to ""past"", 2 to ""present"", 3 to ""future"" and 4 to ""UNK""."	neutral
train_22565	"In addition, our model accounts for a larger portion of the corpus with fewer rules: the top 50, 100, and 200 most common elementary trees in our model's lexicon account for a greater portion of the corpus than the corresponding sets in the TSG."	representing the argument/modifier distinction can help the learner find useful argument structures which generalize robustly.	neutral
train_46121	"On the other hand, data-based methods perform adaptation either by combining in-domain and out-of-domain parallel corpora for supervised adaptation (Luong and Manning, 2015;Freitag and Al-Onaizan, 2016) or by generating pseudo-parallel corpora from indomain monolingual data for unsupervised adaptation (Sennrich et al., 2016a;Currey et al., 2017)."	"to this end, we compare DALI and Bt on adapting from subtitles to medical domains, where the two largest corpus in subtitles and medical domains have 13.9 and 1.3 million sentences."	neutral
train_215137	"They utilise the LCD algorithm that tests variables for dependence, independence, and conditional independence to restrict the possible causal relations (Cooper, 1997)."	"we search for causal relations between events without considering the object, between events given the object, and between events and states."	neutral
train_130005	This demonstrates the robustness of the character-level model to unseen entities.	we find that a two-layer LSTM boosts joint accuracy by over 6%.	neutral
train_65382	We construct a belief network that represents the constraints existing among R's and E's.	we derive weak classifiers by treating these two learning tasks as shallow text processing problems.	neutral
train_55862	"The 25 unique beginners have been shaded, and the two graphics show how the hierarchy evolved between the two WordNet versions used in this study."	the last row gives the total score of the best systems on the three tasks.	neutral
train_134090	"We noticed that Uzbek and Uyghur are very similar, sharing a sizable amount of vocabulary, and several morphological rules."	"accordingly, the drawback to this approach is the difficulty of finding any parallel data, let alone millions of sentences."	neutral
train_11447	The Bengali blog data have been collected from the web blog archive (www.amarblog.com) containing 1300 sentences on 14 different topics and their corresponding user comments have been retrieved.	it signifies that the best possible reference range for valence and other emotion tags have been selected.	neutral
train_52844	"Our second major finding is that parameters do matter: that is, it is possible to set the parameters in such a way as to make all three claims verified in a statistical sense."	"we also found a trade-off between Rule 1, on the one hand, and Constraint 1 and Rule 2, on the other: Setting the parameters to minimize the violations of local coherence leads to increased violations of salience, and vice versa."	neutral
train_180710	"For example, if we have never seen the word houses in language model training, but have examples of house, we still can expect houses are to be more probable than houses fly."	a lattice is a directed acyclic graph that is used to compactly represent the search space for a speech recognition system.	neutral
train_193820	"Our results also show that while existing pivot selection methods perform well, they are below an oracle-provided ceiling for many source-target pairs for the sentiment classification task we examine."	"a neural version of SCL still obtains near state-of-the-art performance (Ziser and Reichart, 2017)."	neutral
train_85999	"Motivated by the fact that later corrections are not as effective, the authors argued that the first post seen by a user is influential for their future opinion and thus it is important to show users rumours only once they are confirmed to be true."	note that this occurs in only two and one cases for baselines B1 and B2 respectively.	neutral
train_101132	"For instance, given the question “What are invertebrates?”, the sentence “At least 99% of all animal species are invertebrates, comprising . . . ” was labeled “-1” , while “Invertebrates are animals without backbones.” was labeled “+1”."	"and (d) PAS adds further information as the best model is PSK+STK+SRK, which improves BOW from 24.2 to 39.1, i.e. 61%."	neutral
